Dates;Flow_Rate_L_Andelle_a_Vascoeuil;Flow_Rate_L_Austreberthe_a_Saint_Paer;Flow_Rate_L_Elure_a_Cailly_sur_Eure;Flow_Rate_L_Epte_a_Fourges;Flow_Rate_L_Eure_a_Louviers;Flow_Rate_La_Durdent_a_Vittefleur;Flow_Rate_La_Ganzeville_a_Ganzeville;Flow_Rate_La_Saane_a_Val_de_Saane;Flow_Rate_Le_Cailly_a_Notre_Dame_de_Bondeville_x;Flow_Rate_Le_Cailly_a_Fontaine_le_Bourg__Grand_Tendos;Flow_Rate_Le_Cailly_a_Notre_Dame_de_Bondeville_y;Flow_Rate_Le_Commerce_a_Gruchet_le_Valasse;Flow_Rate_La_Seine_a_Alfortville;Flow_Rate_La_Risle_A_Pont_Authou;Surface_Water_Level_L_Andelle_a_Vascoeuil;Surface_Water_Level_L_Austreberthe_a_Saint_Paer;Surface_Water_Level_L_Elure_a_Cailly_sur_Eure;Surface_Water_Level_L_Epte_a_Fourges;Surface_Water_Level_L_Eure_a_Louviers;Surface_Water_Level_La_Durdent_a_Vittefleur;Surface_Water_Level_La_Ganzeville_a_Ganzeville;Surface_Water_Level_La_Saane_a_Val_de_Saane;Surface_Water_Level_Le_Cailly_a_Notre_Dame_de_Bondeville;Surface_Water_Level_Le_Cailly_a_Fontaine_le_Bourg__Grand_Tendos;Surface_Water_Level_Le_Commerce_a_Gruchet_le_Valasse;Surface_Water_Level_La_Seine_A_Alfortville;Surface_Water_Level_La_Risle_A_Pont_Authou;Water_Level_Caudebec;Water_Level_Tancarville;Water_Level_Duclair;Water_Level_Honfleur;Water_Level_Rouen;Rainfall_Dieppe;Rainfall_Octeville;Rainfall_Rouen;Temperature_Dieppe;Temperature_Octeville;Temperature_Rouen;Cote_NGF_BSS000EPAR;Cote_NGF_BSS000FGNF;Cote_NGF_BSS000FHCQ;Cote_NGF_BSS000FLDL;Cote_NGF_BSS000FLJZ;Cote_NGF_BSS000FLMB;Cote_NGF_BSS000GTXB;Cote_NGF_BSS000MRWS;Tide (m)
21/04/2018;5.16;2.26;21.1;12.1;24.7;4.1;1.11;0.539;3.06;0.968;3.06;0.349;357.0;14.9;0.55;0.34;0.93;1.08;0.16;0.3;0.59;0.11;0.48;0.38;0.13;0.83;0.29;7.53;7.76;7.69;7.63;8.06;2.8;0.8;0.0;10.2;12.7;19.4;142.93;57.01;29.35;72.57;102.05;124.01;53.23;129.08;4.85
22/04/2018;5.1;2.46;21.1;11.7;24.7;4.24;1.1;0.534;3.12;0.947;3.12;0.706;343.0;14.7;0.55;0.36;0.93;1.07;0.15;0.32;0.58;0.11;0.49;0.38;0.21;0.74;0.28;7.3;7.48;7.46;7.35;7.8;0.0;0.0;0.0;12.6;12.5;18.1;142.95;57.02;29.33;72.56;102.05;124.09;53.24;129.11;4.895
23/04/2018;5.06;2.24;21.2;11.5;25.7;4.09;1.1;0.522;3.14;0.958;3.14;0.221;329.0;14.5;0.55;0.34;0.93;1.06;0.18;0.3;0.58;0.11;0.49;0.38;0.09;0.78;0.28;7.04;7.21;7.22;7.0;7.54;0.0;0.0;0.0;9.7;9.1;11.1;142.97;57.01;29.32;72.56;102.04;124.16;53.25;129.11;4.874
24/04/2018;5.04;2.24;21.0;11.2;24.2;4.14;1.12;0.522;3.1;0.916;3.1;0.224;307.0;14.4;0.55;0.34;0.92;1.05;0.14;0.31;0.59;0.11;0.49;0.37;0.09;0.84;0.27;6.9;7.06;7.11;6.92;7.43;0.2;0.4;0.2;9.0;9.2;12.8;142.99;57.03;29.31;72.58;102.03;124.22;53.27;129.13;4.901
25/04/2018;5.03;2.24;20.5;11.1;24.3;4.15;1.12;0.522;3.1;0.906;3.1;0.221;325.0;14.3;0.55;0.34;0.91;1.05;0.14;0.31;0.59;0.11;0.49;0.37;0.09;0.86;0.27;7.1;7.31;7.26;7.13;7.58;0.0;0.0;0.0;9.8;9.0;11.6;143.01;57.03;29.3;72.59;102.02;124.29;53.28;129.13;4.937
26/04/2018;5.03;2.23;20.4;11.1;24.3;4.2;1.14;0.522;3.05;0.906;3.05;0.226;309.0;14.3;0.55;0.34;0.91;1.05;0.15;0.31;0.59;0.11;0.48;0.37;0.09;0.79;0.27;7.29;7.48;7.41;7.38;7.76;0.0;0.0;0.0;9.2;8.3;10.1;143.03;57.03;29.29;72.59;102.01;124.34;53.29;129.13;4.889
27/04/2018;5.02;2.26;19.4;11.0;23.9;4.12;1.16;0.522;3.08;0.916;3.08;0.221;248.0;14.0;0.55;0.34;0.88;1.04;0.13;0.31;0.59;0.11;0.49;0.37;0.09;0.76;0.26;7.63;7.84;7.63;7.72;7.85;0.0;0.2;0.0;7.1;7.9;11.5;143.05;57.06;29.27;72.6;102.0;124.42;53.31;129.19;4.931
28/04/2018;5.0;2.23;19.0;10.7;22.3;4.15;1.16;0.522;3.08;0.916;3.08;0.226;252.0;13.9;0.54;0.34;0.87;1.03;0.09;0.31;0.59;0.11;0.49;0.37;0.09;0.76;0.26;7.78;7.99;7.72;7.87;8.01;0.2;0.0;0.0;10.1;9.4;11.4;143.08;57.05;29.27;72.6;102.0;124.47;53.32;129.19;4.936
29/04/2018;5.17;2.47;18.8;10.9;23.0;4.39;1.25;0.585;3.16;0.926;3.16;0.372;294.0;14.1;0.55;0.36;0.86;1.04;0.11;0.33;0.6;0.12;0.49;0.37;0.14;0.82;0.27;7.97;8.19;7.73;8.05;8.02;16.9;20.1;26.4;8.4;5.5;8.8;143.1;57.06;29.26;72.61;101.99;124.55;53.34;129.21;4.986
30/04/2018;8.37;4.67;25.3;16.3;33.2;14.6;3.21;2.73;4.85;1.16;4.85;2.27;331.0;21.1;0.68;0.56;1.03;1.23;0.38;1.0;0.78;0.35;0.61;0.4;0.42;0.82;0.46;8.18;8.44;8.25;8.93;8.62;30.3;24.8;25.4;5.4;4.1;4.4;143.13;57.15;29.38;72.77;102.03;124.63;53.35;129.28;5.148
01/05/2018;8.34;2.6;25.0;17.8;31.6;11.5;2.39;1.17;3.69;1.03;3.69;0.427;302.0;20.8;0.68;0.37;1.03;1.28;0.34;0.82;0.71;0.2;0.53;0.38;0.15;0.64;0.45;8.01;8.2;8.12;8.03;8.49;1.0;1.0;1.0;7.0;7.0;7.1;143.16;57.31;29.49;72.77;102.06;124.68;53.36;129.25;5.035
02/05/2018;6.38;2.88;24.1;17.7;28.2;5.48;1.47;0.674;3.47;0.999;3.47;0.561;275.0;20.0;0.6;0.4;1.0;1.28;0.25;0.42;0.62;0.13;0.51;0.38;0.18;0.69;0.43;7.88;8.04;7.93;7.92;8.23;0.0;0.0;0.0;0.0;-2.0;-0.6;143.18;57.08;29.48;72.74;102.06;124.76;53.38;129.25;5.009
03/05/2018;5.69;2.35;22.5;17.0;27.4;5.2;1.38;0.639;3.32;0.947;3.32;0.252;268.0;16.7;0.57;0.35;0.96;1.26;0.23;0.4;0.61;0.12;0.5;0.38;0.1;0.72;0.34;7.89;8.06;7.9;7.92;8.23;0.0;0.2;0.0;2.7;3.8;6.3;143.21;57.06;29.44;72.74;102.06;124.83;53.39;129.24;4.908
04/05/2018;5.41;2.31;22.3;14.0;27.3;4.87;1.36;0.619;3.23;0.926;3.23;0.229;247.0;15.7;0.56;0.34;0.96;1.16;0.23;0.37;0.61;0.12;0.5;0.37;0.09;0.72;0.31;7.47;7.69;7.5;7.51;7.85;0.0;0.4;0.4;6.0;5.5;7.2;143.23;57.07;29.41;72.73;102.06;124.91;53.4;129.23;4.835
05/05/2018;5.28;2.31;21.6;12.5;27.0;4.74;1.33;0.605;3.17;0.895;3.17;0.234;243.0;14.9;0.55;0.34;0.94;1.1;0.22;0.36;0.61;0.12;0.49;0.37;0.1;0.8;0.29;7.26;7.51;7.28;7.37;7.6;0.0;0.0;0.0;8.3;6.1;15.5;143.25;57.08;29.38;72.73;102.05;124.98;53.42;129.25;4.841
06/05/2018;5.15;2.3;20.5;11.7;25.5;4.62;1.32;0.585;3.15;0.885;3.15;0.231;233.0;14.4;0.55;0.34;0.91;1.08;0.18;0.35;0.61;0.12;0.49;0.37;0.1;0.83;0.27;6.97;7.23;6.97;7.06;7.32;0.0;7.9;10.1;15.1;12.7;15.8;143.27;57.09;29.35;72.74;102.04;125.03;53.44;129.27;4.855
07/05/2018;5.11;2.29;19.9;11.3;24.4;4.54;1.29;0.578;3.16;0.895;3.16;0.211;216.0;14.4;0.55;0.34;0.9;1.06;0.15;0.34;0.6;0.11;0.49;0.37;0.09;0.8;0.27;6.74;6.97;6.75;6.76;7.09;0.0;0.0;0.0;16.7;16.4;20.4;143.3;57.11;29.33;72.74;102.04;125.09;53.46;129.29;4.878
08/05/2018;5.07;2.29;19.1;10.9;23.4;4.54;1.31;0.578;3.12;0.864;3.12;0.224;208.0;13.9;0.54;0.34;0.87;1.04;0.12;0.34;0.61;0.11;0.49;0.37;0.09;0.84;0.26;6.46;6.61;6.51;6.44;6.82;0.0;0.0;0.0;16.1;15.4;22.1;143.33;57.12;29.32;72.75;102.03;125.14;53.47;129.31;4.893
09/05/2018;4.96;2.27;18.9;10.7;22.9;4.47;1.29;0.565;3.12;0.853;3.12;0.206;208.0;13.7;0.54;0.34;0.87;1.04;0.11;0.34;0.6;0.11;0.49;0.37;0.09;0.8;0.25;6.47;6.67;6.64;6.46;6.94;0.6;0.0;10.3;17.0;15.4;16.8;143.35;57.12;29.31;72.75;102.03;125.17;53.49;129.32;4.923
10/05/2018;4.97;2.25;18.8;10.5;24.3;4.45;1.32;0.565;3.15;0.874;3.15;0.213;199.0;13.7;0.54;0.34;0.86;1.03;0.15;0.33;0.61;0.11;0.49;0.37;0.09;0.74;0.26;6.64;6.86;6.67;6.68;6.93;0.2;0.0;0.0;9.7;10.0;14.5;143.38;57.12;29.3;72.75;102.02;125.18;53.5;129.31;4.907
11/05/2018;4.95;2.24;18.4;10.2;24.3;4.39;1.34;0.555;3.14;0.874;3.14;0.211;199.0;13.5;0.54;0.34;0.85;1.02;0.15;0.33;0.61;0.11;0.49;0.37;0.09;0.81;0.25;6.96;7.22;6.95;7.09;7.2;0.0;0.0;0.0;8.5;8.2;12.2;143.4;57.13;29.28;72.76;102.01;125.23;53.52;129.32;4.894
12/05/2018;5.05;2.76;18.4;10.4;22.2;4.71;1.51;0.598;3.28;0.894;3.28;0.917;196.0;13.8;0.54;0.39;0.85;1.03;0.09;0.36;0.63;0.12;0.5;0.37;0.25;0.79;0.26;7.24;7.5;7.21;7.37;7.43;5.2;3.2;3.2;7.8;9.2;10.2;143.43;57.14;29.28;72.77;102.01;125.26;53.53;129.33;4.92
13/05/2018;5.06;2.25;18.7;10.5;22.8;4.5;1.31;0.565;3.15;0.854;3.15;0.216;197.0;13.7;0.54;0.34;0.86;1.03;0.1;0.34;0.61;0.11;0.49;0.37;0.09;0.8;0.26;7.55;7.76;7.54;7.64;7.66;0.2;0.0;0.0;10.5;8.9;9.9;143.45;57.14;29.27;72.78;102.01;125.27;53.55;129.33;4.899
14/05/2018;5.28;2.24;19.8;10.5;21.4;4.4;1.27;0.543;3.12;0.853;3.12;0.213;223.0;13.6;0.55;0.34;0.89;1.03;0.07;0.33;0.6;0.11;0.49;0.37;0.09;0.88;0.25;7.83;8.06;7.68;7.93;7.86;0.0;0.0;0.0;11.8;9.2;12.2;143.48;57.14;29.26;72.79;102.0;125.3;53.56;129.34;4.954
15/05/2018;4.94;2.24;19.8;10.3;23.8;4.45;1.28;0.545;3.33;0.842;3.33;0.213;284.0;13.2;0.54;0.34;0.89;1.02;0.13;0.33;0.6;0.11;0.5;0.37;0.09;0.87;0.24;8.01;8.23;7.76;8.09;8.03;0.0;0.0;0.2;12.1;10.5;12.8;143.5;57.14;29.25;72.79;102.0;125.32;53.58;129.34;4.932
16/05/2018;4.94;2.23;21.8;10.1;24.5;4.37;1.27;0.558;3.08;0.853;3.08;0.203;277.0;13.1;0.54;0.34;0.95;1.01;0.15;0.33;0.6;0.11;0.49;0.37;0.08;0.7;0.24;7.99;8.31;7.96;8.17;8.22;0.0;0.2;0.0;12.4;8.8;12.8;143.52;57.14;29.24;72.79;101.99;125.33;53.59;129.35;4.93
17/05/2018;4.85;2.22;19.0;9.92;20.5;4.35;1.3;0.544;3.1;0.842;3.1;0.206;272.0;13.0;0.53;0.33;0.87;1.01;0.04;0.33;0.61;0.11;0.49;0.37;0.09;0.66;0.23;8.01;8.23;7.96;8.07;8.23;0.0;0.0;0.0;10.6;8.7;12.0;143.54;57.14;29.23;72.79;101.99;125.34;53.6;129.34;4.862
18/05/2018;4.84;2.22;19.2;9.73;20.8;4.33;1.31;0.551;3.05;0.842;3.05;0.206;231.0;13.0;0.53;0.33;0.88;1.0;0.05;0.32;0.61;0.11;0.48;0.37;0.09;0.66;0.23;7.96;8.13;7.9;7.99;8.19;0.0;0.0;0.0;8.9;4.4;10.8;143.56;57.15;29.22;72.78;101.98;125.36;53.62;129.37;4.847
19/05/2018;4.84;2.2;19.5;9.51;20.7;4.33;1.32;0.545;3.1;0.832;3.1;0.208;252.0;12.8;0.53;0.33;0.89;0.99;0.04;0.32;0.61;0.11;0.49;0.36;0.09;0.68;0.23;7.88;8.04;7.81;7.91;8.13;0.2;0.2;0.2;8.4;5.5;11.6;143.58;57.15;29.21;72.77;101.98;125.38;53.64;129.39;4.845
20/05/2018;4.85;2.22;18.2;9.51;20.0;4.3;1.33;0.545;3.06;0.821;3.06;0.211;265.0;13.0;0.53;0.33;0.84;0.99;0.02;0.32;0.61;0.11;0.48;0.36;0.09;0.64;0.23;7.63;7.87;7.64;7.7;7.93;0.0;0.0;0.0;8.9;7.0;13.9;143.6;57.16;29.21;72.76;101.98;125.4;53.65;129.43;4.826
21/05/2018;5.12;2.22;18.2;9.42;20.0;4.28;1.32;0.539;3.08;0.821;3.08;0.206;231.0;12.7;0.54;0.33;0.85;0.99;0.03;0.32;0.61;0.11;0.49;0.36;0.09;0.65;0.22;7.39;7.62;7.42;7.46;7.7;0.2;0.2;0.0;11.5;9.4;15.9;143.63;57.17;29.21;72.77;101.98;125.43;53.67;129.44;4.876
22/05/2018;4.86;2.2;18.2;9.37;19.8;4.25;1.32;0.539;3.06;0.821;3.06;0.206;223.0;12.6;0.53;0.33;0.85;0.99;0.02;0.32;0.61;0.11;0.48;0.36;0.09;0.63;0.22;7.18;7.43;7.23;7.23;7.55;0.0;0.2;0.0;12.9;9.8;16.1;143.65;57.17;29.2;72.78;101.97;125.43;53.69;129.43;4.907
23/05/2018;5.13;2.21;20.3;9.96;20.0;4.26;1.32;0.539;3.05;0.831;3.05;0.213;258.0;12.8;0.54;0.33;0.91;1.01;0.03;0.32;0.61;0.11;0.48;0.36;0.09;0.71;0.23;6.95;7.18;7.02;6.96;7.29;0.4;0.0;0.0;13.5;11.3;14.1;143.67;57.16;29.2;72.78;101.97;125.43;53.7;129.42;4.867
24/05/2018;4.81;2.24;20.6;9.7;21.6;4.28;1.34;0.944;3.07;0.873;3.07;0.219;241.0;12.6;0.53;0.34;0.92;1.0;0.07;0.32;0.61;0.17;0.48;0.37;0.09;0.71;0.22;7.04;7.26;7.1;7.09;7.33;4.4;0.2;0.6;14.1;11.6;15.2;143.7;57.17;29.2;72.78;101.97;125.45;53.72;129.43;4.88
25/05/2018;4.94;2.24;18.9;11.2;20.6;4.25;1.34;0.553;3.05;0.862;3.05;0.213;253.0;12.6;0.53;0.34;0.88;1.06;0.04;0.32;0.61;0.11;0.48;0.37;0.09;0.74;0.22;7.23;7.46;7.26;7.29;7.48;0.2;0.6;8.3;13.9;9.4;15.6;143.72;57.17;29.19;72.78;101.96;125.46;53.73;129.44;4.885
26/05/2018;4.94;2.26;22.3;13.2;22.9;4.28;1.31;0.545;3.06;0.831;3.06;0.213;252.0;13.6;0.53;0.34;0.97;1.14;0.11;0.32;0.61;0.11;0.48;0.36;0.09;0.74;0.25;7.39;7.67;7.5;7.5;7.81;0.0;1.2;0.0;14.9;14.5;20.4;143.75;57.18;29.19;72.78;101.96;125.47;53.75;129.46;4.883
27/05/2018;4.81;2.24;21.2;12.6;22.7;4.22;1.25;0.545;3.0;0.852;3.0;0.216;200.0;13.0;0.53;0.34;0.94;1.12;0.1;0.32;0.6;0.11;0.48;0.37;0.09;0.62;0.23;7.65;7.85;7.59;7.72;7.82;5.3;0.0;0.0;17.7;15.9;20.6;143.77;57.17;29.19;72.77;101.96;125.47;53.76;129.48;4.938
28/05/2018;5.15;4.61;21.1;10.9;22.2;5.82;1.36;0.781;4.57;1.54;4.57;0.917;197.0;12.9;0.54;0.56;0.95;1.05;0.09;0.45;0.61;0.14;0.59;0.43;0.25;0.6;0.23;7.67;7.95;7.58;7.83;7.83;30.6;9.5;19.9;16.6;15.7;19.9;143.8;57.18;29.18;72.82;101.97;125.48;53.78;129.47;4.934
29/05/2018;5.69;4.41;28.1;12.6;28.8;5.39;1.45;0.795;4.47;1.15;4.47;0.783;214.0;18.8;0.56;0.54;1.12;1.12;0.27;0.41;0.62;0.15;0.58;0.4;0.22;0.72;0.4;7.79;8.01;7.62;7.87;7.94;0.0;0.6;0.2;16.1;15.7;17.8;143.83;57.18;29.18;72.86;102.02;125.49;53.8;129.5;4.947
30/05/2018;5.08;2.28;32.3;12.7;33.0;4.47;1.22;0.565;3.1;0.872;3.1;0.237;215.0;20.5;0.54;0.34;1.21;1.12;0.37;0.34;0.6;0.11;0.49;0.37;0.1;0.69;0.44;7.78;8.03;7.85;7.9;8.13;7.1;7.3;22.9;14.6;15.5;18.7;143.86;57.18;29.18;72.83;102.03;125.49;53.81;129.5;4.989
31/05/2018;5.71;6.56;32.6;11.6;35.9;5.22;1.36;0.815;4.95;1.05;4.95;5.36;199.0;16.1;0.56;0.71;1.22;1.08;0.45;0.4;0.61;0.15;0.61;0.39;0.68;0.57;0.33;7.8;7.95;7.83;7.81;8.17;8.4;1.4;1.8;17.2;16.1;18.3;143.9;57.19;29.19;72.82;102.05;125.49;53.83;129.53;4.996
01/06/2018;6.25;2.35;32.3;10.8;35.5;4.56;1.22;0.577;3.12;0.862;3.12;0.339;200.0;15.4;0.59;0.35;1.21;1.05;0.44;0.34;0.6;0.11;0.49;0.37;0.13;0.68;0.3;7.68;7.83;7.64;7.66;7.9;0.0;0.0;0.0;4.8;4.1;5.5;143.93;57.19;29.19;72.82;102.05;125.48;53.84;129.57;4.962
02/06/2018;5.27;2.31;30.3;11.5;32.4;4.37;1.24;0.559;3.08;0.862;3.08;0.239;216.0;14.2;0.55;0.34;1.18;1.08;0.36;0.33;0.6;0.11;0.49;0.37;0.1;0.7;0.27;7.54;7.72;7.5;7.57;7.74;0.0;0.0;0.6;0.3;0.0;-0.2;143.97;57.19;29.18;72.8;102.05;125.48;53.86;129.56;4.931
03/06/2018;5.02;2.24;28.1;10.6;31.4;4.34;1.2;0.551;3.05;0.872;3.05;0.211;219.0;13.2;0.53;0.34;1.14;1.04;0.33;0.33;0.59;0.11;0.48;0.37;0.09;0.71;0.24;7.36;7.61;7.38;7.44;7.66;1.0;5.0;3.2;4.4;5.2;6.1;144.0;57.2;29.18;72.78;102.04;125.49;53.88;129.57;4.946
04/06/2018;4.84;2.24;24.8;10.0;26.4;4.34;1.24;0.551;3.06;0.851;3.06;0.208;234.0;13.5;0.53;0.34;1.06;1.02;0.2;0.33;0.6;0.11;0.48;0.37;0.09;0.62;0.25;7.23;7.52;7.25;7.36;7.56;0.0;0.8;0.2;5.4;5.7;11.1;144.04;57.2;29.19;72.78;102.03;125.5;53.9;129.6;4.962
05/06/2018;4.9;3.45;41.3;11.5;40.9;4.35;1.17;0.578;4.15;0.944;4.15;2.73;269.0;38.1;0.53;0.46;1.4;1.08;0.57;0.33;0.59;0.11;0.56;0.38;0.46;0.66;0.86;7.02;7.28;6.97;7.08;7.28;0.2;0.0;0.0;12.5;9.3;19.2;144.08;57.2;29.19;72.82;102.02;125.48;53.92;129.7;4.915
06/06/2018;5.09;2.98;47.6;11.4;48.6;4.46;1.37;0.571;3.37;0.924;3.37;1.4;313.0;38.5;0.54;0.41;1.52;1.07;0.76;0.34;0.61;0.11;0.51;0.37;0.32;0.77;0.86;6.81;7.02;6.89;6.78;7.19;1.2;2.0;3.8;14.5;11.9;15.9;144.11;57.2;29.2;72.82;102.02;125.49;53.93;129.73;4.918
07/06/2018;5.26;2.25;32.2;10.9;39.5;4.37;1.24;0.56;3.15;0.861;3.15;0.224;289.0;31.5;0.54;0.34;1.22;1.06;0.54;0.33;0.6;0.11;0.49;0.37;0.09;0.65;0.72;6.72;6.91;6.84;6.69;7.18;0.0;0.2;0.0;14.4;15.1;21.0;144.15;57.2;29.21;72.81;102.02;125.48;53.95;129.72;4.93
08/06/2018;4.78;2.21;28.0;10.5;35.1;4.28;1.2;0.551;3.02;0.83;3.02;0.213;299.0;23.8;0.52;0.33;1.14;1.04;0.43;0.32;0.59;0.11;0.48;0.36;0.09;0.69;0.53;6.68;6.88;6.86;6.7;7.15;0.0;0.0;0.0;14.7;15.2;24.7;144.18;57.2;29.21;72.79;102.02;125.46;53.97;129.7;4.9206666666666665
09/06/2018;4.74;2.22;27.0;10.2;34.0;4.29;1.12;0.551;3.02;0.809;3.02;0.234;262.0;18.9;0.52;0.33;1.12;1.03;0.4;0.32;0.59;0.11;0.48;0.36;0.1;0.64;0.4;6.88;7.13;6.99;6.95;7.26;11.3;5.9;1.6;16.7;15.2;16.5;144.21;57.2;29.21;72.77;102.01;125.46;53.99;129.71;4.911333333333333
10/06/2018;4.67;2.24;25.0;9.82;29.9;4.26;1.15;0.545;3.01;0.819;3.01;0.216;305.0;17.1;0.52;0.34;1.08;1.01;0.3;0.32;0.59;0.11;0.48;0.36;0.09;0.69;0.35;7.16;7.42;7.23;7.26;7.52;9.8;14.5;5.2;10.0;9.7;14.3;144.24;57.21;29.21;72.75;102.0;125.46;54.0;129.71;4.902
11/06/2018;4.7;2.2;28.4;9.72;33.8;4.33;1.17;0.545;3.02;0.84;3.02;0.216;458.0;24.8;0.52;0.33;1.16;1.01;0.4;0.32;0.59;0.11;0.48;0.37;0.09;0.96;0.56;7.52;7.75;7.59;7.61;7.91;2.0;4.0;3.4;11.7;10.1;12.1;144.27;57.21;29.22;72.74;101.99;125.45;54.02;129.72;4.937
12/06/2018;4.71;2.17;52.0;11.8;54.4;4.26;1.2;0.545;3.03;0.84;3.03;0.226;515.0;33.1;0.52;0.33;1.61;1.09;0.89;0.32;0.59;0.11;0.48;0.37;0.09;1.0;0.75;7.74;7.92;8.1;7.79;8.37;0.4;0.0;1.0;11.8;11.2;11.3;144.29;57.21;29.22;72.75;101.99;125.45;54.03;130.05;4.915
13/06/2018;4.65;2.14;56.6;11.4;59.1;4.22;1.2;0.545;3.02;0.84;3.02;0.211;389.0;44.0;0.52;0.33;1.68;1.08;1.0;0.32;0.59;0.11;0.48;0.37;0.09;0.63;0.96;7.99;8.13;8.14;7.99;8.53;0.0;0.0;0.0;13.7;10.9;14.1;144.32;57.2;29.22;72.75;101.98;125.41;54.05;130.33;4.897
14/06/2018;4.66;2.16;60.0;10.5;63.7;4.22;1.19;0.539;3.05;0.838;3.05;0.203;353.0;69.0;0.52;0.33;1.74;1.04;1.1;0.32;0.59;0.11;0.48;0.37;0.08;0.56;1.27;8.14;8.3;8.31;8.16;8.67;0.8;0.6;0.4;12.7;13.4;14.7;144.34;57.21;29.22;72.75;101.97;125.41;54.07;130.38;4.944
15/06/2018;4.64;2.14;62.4;10.0;66.5;4.25;1.22;0.539;2.97;0.829;2.97;0.203;293.0;68.2;0.51;0.33;1.78;1.03;1.17;0.32;0.6;0.11;0.48;0.36;0.08;0.67;1.27;8.21;8.33;8.35;8.16;8.7;0.0;0.0;0.0;12.3;11.7;14.7;144.36;57.2;29.22;72.74;101.96;125.39;54.08;130.38;4.986
16/06/2018;4.6;2.14;65.1;9.59;69.4;4.22;1.22;0.539;2.98;0.829;2.98;0.211;262.0;29.8;0.51;0.33;1.82;1.01;1.23;0.32;0.6;0.11;0.48;0.36;0.09;0.64;0.68;8.05;8.25;8.11;8.11;8.47;0.0;0.0;0.0;12.0;11.7;15.3;144.38;57.21;29.22;72.73;101.96;125.37;54.1;130.38;4.958
17/06/2018;4.56;2.15;65.0;9.28;69.5;4.23;1.22;0.545;2.94;0.85;2.94;0.203;252.0;21.5;0.51;0.33;1.82;1.0;1.24;0.32;0.6;0.11;0.47;0.37;0.08;0.61;0.47;8.1;8.26;8.11;8.1;8.45;0.4;1.0;0.0;13.9;13.1;15.8;144.4;57.2;29.22;72.73;101.95;125.36;54.11;130.37;4.935
18/06/2018;4.59;2.14;41.7;9.09;49.3;4.21;1.23;0.545;2.94;0.839;2.94;0.203;237.0;18.9;0.51;0.33;1.43;0.99;0.77;0.31;0.6;0.11;0.47;0.37;0.08;0.59;0.4;7.77;8.04;7.84;7.88;8.17;0.2;0.4;0.2;15.8;14.1;17.5;144.42;57.2;29.22;72.73;101.95;125.33;54.12;130.34;4.877
19/06/2018;4.64;2.11;33.3;9.0;41.6;4.23;1.18;0.539;2.93;0.819;2.93;0.206;231.0;18.1;0.51;0.32;1.28;0.99;0.59;0.32;0.59;0.11;0.47;0.36;0.09;0.65;0.38;7.59;7.8;7.66;7.67;7.96;0.0;0.0;0.2;16.8;14.7;17.6;144.43;57.2;29.21;72.73;101.94;125.3;54.13;130.32;4.84
20/06/2018;4.58;2.12;29.1;8.94;35.3;4.19;1.21;0.539;2.94;0.819;2.94;0.195;209.0;17.5;0.51;0.32;1.2;0.99;0.44;0.31;0.6;0.11;0.47;0.36;0.08;0.61;0.36;7.17;7.42;7.19;7.31;7.53;0.0;0.0;0.0;16.8;13.9;19.3;144.45;57.21;29.21;72.73;101.93;125.29;54.14;130.32;4.814
21/06/2018;4.54;2.09;27.0;8.83;32.8;4.14;1.22;0.539;2.94;0.974;2.94;0.198;171.0;16.8;0.51;0.32;1.15;0.98;0.37;0.31;0.6;0.11;0.47;0.38;0.08;0.69;0.34;7.06;7.29;7.08;7.14;7.4;0.0;0.2;0.2;14.2;11.6;14.6;144.46;57.21;29.21;72.73;101.93;125.28;54.15;130.33;4.814
22/06/2018;4.5;2.08;25.5;8.6;31.9;4.14;1.23;0.538;2.94;0.86;2.94;0.206;172.0;16.3;0.51;0.32;1.12;0.97;0.35;0.31;0.6;0.11;0.47;0.37;0.09;0.69;0.33;6.8;7.1;6.83;6.93;7.08;0.0;0.0;0.0;8.1;7.9;14.3;144.47;57.2;29.21;72.73;101.92;125.24;54.15;130.29;4.768
23/06/2018;4.46;2.09;24.0;8.46;29.4;4.12;1.25;0.539;2.88;0.818;2.88;0.203;165.0;15.8;0.5;0.32;1.08;0.97;0.28;0.31;0.6;0.11;0.47;0.36;0.08;0.68;0.32;6.9;7.15;6.88;7.03;7.17;0.0;0.0;0.0;8.3;10.3;15.7;144.49;57.2;29.21;72.72;101.91;125.21;54.16;130.29;4.784
24/06/2018;4.47;2.09;22.7;8.39;28.0;4.13;1.24;0.539;2.88;0.818;2.88;0.208;164.0;15.4;0.5;0.32;1.05;0.97;0.24;0.31;0.6;0.11;0.47;0.36;0.09;0.68;0.3;7.09;7.38;7.11;7.24;7.34;0.0;0.0;0.0;11.4;11.4;17.0;144.5;57.21;29.21;72.72;101.91;125.19;54.17;130.3;4.8
25/06/2018;4.41;2.07;21.8;8.31;27.4;4.1;1.24;0.539;2.88;0.828;2.88;0.2;163.0;15.1;0.5;0.32;1.03;0.96;0.23;0.3;0.6;0.11;0.47;0.36;0.08;0.67;0.29;7.14;7.45;7.13;7.32;7.31;0.2;0.0;0.0;13.1;12.6;19.1;144.52;57.21;29.21;72.71;101.9;125.17;54.17;130.3;4.816
